GID,iso3,ID,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1
SRB.14_1,SRB,2819,Pomoravski,Pomoravlje,Поморавски,Okrug,District,
SRB.15_1,SRB,2820,Rasinski,Rasina,Расински,Okrug,District,
SRB.16_1,SRB,2821,Raški,Raška,Рашки,Okrug,District,
SRB.17_1,SRB,2822,Severno-Bački,North Bačka,Севернобачки,Okrug,District,
SRB.18_1,SRB,2823,Severno-Banatski,North Banat,Севернобанатски,Okrug,District,
SRB.19_1,SRB,2824,Srednje-Banatski,Central Banat,Средњебанатски,Okrug,District,
SRB.20_1,SRB,2825,Sremski,Srem,Сремски,Okrug,District,
SRB.21_1,SRB,2826,Šumadijski,Šumadija,Шумадијски,Okrug,District,
SRB.22_1,SRB,2827,Toplički,Toplica,Топлички,Okrug,District,
SRB.23_1,SRB,2828,Zaječarski,Zaječar,Зајечарски,Okrug,District,
SRB.24_1,SRB,2829,Zapadno-Bački,West Bačka,Западнобачки,Okrug,District,
SRB.25_1,SRB,2830,Zlatiborski,Zlatibor,Златиборски,Okrug,District,
SSD.1_1,SSD,2831,Central Equatoria,Bahr el Gabel| Bahr-al-Jabal,,Wilayat,State,
SSD.2_1,SSD,2832,Eastern Equatoria,Al Istiwā'īyah ash Sharqīyah| Sharq al Istiwā'īyah| Équatoria oriental,,Wilayat,State,
SSD.3_1,SSD,2833,Jungoli,Jonglei| Jonglie| Jonqley| Junglei| Junqalī| Jongley,,Wilayat,State,
SSD.4_1,SSD,2834,Lakes,,,Wilayat,State,
SSD.5_1,SSD,2835,North Bahr-al-Ghazal,North Bahr-al-Gazal| North Bahr el Ghazal| Shamal Bahr al Ghazal,,Wilayat,State,
SSD.6_1,SSD,2836,Unity,Al-Wahdah| Wahda,,Wilayat,State,
SSD.7_1,SSD,2837,Upper Nile,Upper Nile|Sobat|a`Ālī an Nīl|Nil supérieur,,Wilayat,State,
SSD.8_1,SSD,2838,Warap,Warab|Warrab,,Wilayat,State,
SSD.9_1,SSD,2839,West Bahr-al-Ghazal,Bahr al-Ghazāl al Gharbīyah|Gharb Bahr al-Ghazāl |Bahr el-Ghazal occidental| Western Bahr el Ghazal,,Wilayat,State,
SSD.10_1,SSD,2840,West Equatoria,Al Istiwā'īyah al Gharbīyah|Gharb al Istiwā'īyah| Équatoria occidental,,Wilayat,State,
STP.1_1,STP,2841,Príncipe,,,Concelho,Municipality,
STP.2_1,STP,2842,São Tomé,,,Concelho,Municipality,
SUR.1_1,SUR,2843,Brokopondo,,,Distrikt,District,
SUR.2_1,SUR,2844,Commewijne,,,Distrikt,District,
SUR.3_1,SUR,2845,Coronie,,,Distrikt,District,
SUR.4_1,SUR,2846,Marowijne,,,Distrikt,District,
SUR.5_1,SUR,2847,Nickerie,,,Distrikt,District,
SUR.6_1,SUR,2848,Para,,,Distrikt,District,
SUR.7_1,SUR,2849,Paramaribo,,,Distrikt,District,
SUR.8_1,SUR,2850,Saramacca,,,Distrikt,District,
SUR.9_1,SUR,2851,Sipaliwini,,,Distrikt,District,
SUR.10_1,SUR,2852,Wanica,,,Distrikt,District,
SVK.1_1,SVK,2853,Banskobystrický,Banská Bystrica,,Kraj,Region,
SVK.2_1,SVK,2854,Bratislavský,Bratislava,,Kraj,Region,
SVK.3_1,SVK,2855,Košický,Košice,,Kraj,Region,
SVK.4_1,SVK,2856,Nitriansky,Nitra,,Kraj,Region,
SVK.5_1,SVK,2857,Prešovský,,,Kraj,Region,
SVK.6_1,SVK,2858,Trenčiansky,Trencín,,Kraj,Region,
SVK.7_1,SVK,2859,Trnavský,Trnava,,Kraj,Region,
SVK.8_1,SVK,2860,Žilinský,Žilina,,Kraj,Region,
SVN.1_1,SVN,2861,Gorenjska,,,Statisticna Regije,Statistical Region,
SVN.2_1,SVN,2862,Goriška,Severna Primors,,Statisticna Regije,Statistical Region,
SVN.3_1,SVN,2863,Jugovzhodna Slovenija,,,Statisticna Regije,Statistical Region,
SVN.4_1,SVN,2864,Koroška,,,Statisticna Regije,Statistical Region,
SVN.5_1,SVN,2865,Notranjsko-kraška,"Kraška, Notranj",,Statisticna Regije,Statistical Region,
SVN.6_1,SVN,2866,Obalno-kraška,Južna Primorska,,Statisticna Regije,Statistical Region,
SVN.7_1,SVN,2867,Osrednjeslovenska,Ljubljana,,Statisticna Regije,Statistical Region,
SVN.8_1,SVN,2868,Podravska,,,Statisticna Regije,Statistical Region,
SVN.9_1,SVN,2869,Pomurska,,,Statisticna Regije,Statistical Region,
SVN.10_1,SVN,2870,Savinjska,,,Statisticna Regije,Statistical Region,
SVN.11_1,SVN,2871,Spodnjeposavska,Posavska,,Statisticna Regije,Statistical Region,
SVN.12_1,SVN,2872,Zasavska,,,Statisticna Regije,Statistical Region,
SWE.1_1,SWE,2873,Blekinge,Blekinge län,,Laen|län,County,
SWE.2_1,SWE,2874,Dalarna,Dalecarlia|Kopparberg,,Laen|län,County,
SWE.3_1,SWE,2875,Gävleborg,Gävleborgs län,,Laen|län,County,
SWE.4_1,SWE,2876,Gotland,Gotlands län|Gothland|Gottland,,Laen|län,County,
SWE.5_1,SWE,2877,Halland,Hallands län,,Laen|län,County,
SWE.6_1,SWE,2878,Jämtland,Jämtlands län,,Laen|län,County,
SWE.7_1,SWE,2879,Jönköping,Jönköpings län,,Laen|län,County,
SWE.8_1,SWE,2880,Kalmar,Kalmar län,,Laen|län,County,
SWE.9_1,SWE,2881,Kronoberg,Kronobergs län,,Laen|län,County,
SWE.10_1,SWE,2882,Norrbotten,Norrbottens län,,Laen|län,County,
SWE.11_1,SWE,2883,Orebro,Örebro|Örebro län,,Laen|län,County,
SWE.12_1,SWE,2884,Östergötland,Östergötlands län,,Laen|län,County,
SWE.13_1,SWE,2885,Skåne,,,Laen|län,County,
SWE.14_1,SWE,2886,Södermanland,Södermanlands län|Sörmland,,Laen|län,County,
SWE.15_1,SWE,2887,Stockholm,Stockholms län|Estocolmo|Stoccolmo,,Laen|län,County,
SWE.16_1,SWE,2888,Uppsala,Uppsala län,,Laen|län,County,
SWE.17_1,SWE,2889,Värmland,Värmlands län,,Laen|län,County,
SWE.18_1,SWE,2890,Västerbotten,Västerbottens län,,Laen|län,County,
SWE.19_1,SWE,2891,Västernorrland,Västernorrlands län,,Laen|län,County,
SWE.20_1,SWE,2892,Västmanland,Västmanlands län,,Laen|län,County,
SWE.21_1,SWE,2893,Västra Götaland,,,Laen|län,County,
SWZ.1_1,SWZ,2894,Hhohho,,,District,District,
SWZ.2_1,SWZ,2895,Lubombo,,,District,District,
SWZ.3_1,SWZ,2896,Manzini,,,District,District,
SWZ.4_1,SWZ,2897,Shiselweni,Shiselwini,,District,District,
SYC.1_1,SYC,2898,Anse aux Pins,,,District,District,
SYC.2_1,SYC,2899,Anse Boileau,,,District,District,
SYC.3_1,SYC,2900,Anse Étoile,,,District,District,
SYC.4_1,SYC,2901,Anse Royale,,,District,District,
SYC.5_1,SYC,2902,Au Cap,,,District,District,
SYC.6_1,SYC,2903,Baie Lazare,,,District,District,
SYC.7_1,SYC,2904,Baie Sainte Anne,,,District,District,
SYC.8_1,SYC,2905,Beau Vallon,,,District,District,
SYC.9_1,SYC,2906,Bel Air,,,District,District,
SYC.10_1,SYC,2907,Belombre,,,District,District,
SYC.11_1,SYC,2908,Cascade,,,District,District,
SYC.12_1,SYC,2909,English River,,,District,District,
SYC.13_1,SYC,2910,Glacis,,,District,District,
SYC.14_1,SYC,2911,Grand' Anse,,,District,District,
SYC.15_1,SYC,2912,Grand'Anse Praslin,,,District,District,
SYC.16_1,SYC,2913,La Digue and Inner Islands,,,District,District,
SYC.17_1,SYC,2914,Les Mamelles,,,District,District,
SYC.18_1,SYC,2915,Mont Buxton,,,District,District,
SYC.19_1,SYC,2916,Mont Fleuri,,,District,District,
SYC.20_1,SYC,2917,Outer Islands,,,Outer Islands,Outer Islands,
SYC.21_1,SYC,2918,Plaisance,,,District,District,
SYC.22_1,SYC,2919,Pointe La Rue,,,District,District,
SYC.23_1,SYC,2920,Port Glaud,,,District,District,
SYC.24_1,SYC,2921,Roche Caïman,,,District,District,
SYC.25_1,SYC,2922,Saint Louis,,,District,District,
SYC.26_1,SYC,2923,Takamaka,,,District,District,
SYR.1_1,SYR,2924,Al Ḥasakah,Al-Haska|Al Hassake|El Haseke|Haseke|Hassakeh|Hazakieh|Hassetché|Al Jezira|Jezireh,,Governorate|Muhafazah,Province,
SYR.2_1,SYR,2925,Aleppo,Aleppo|Alep|Alepo|Haleb|Ḥalab,,Governorate|Muhafazah,Province,
SYR.3_1,SYR,2926,Ar Raqqah,Al Rakka|Raqqa|Al Rashid|Rashid,,Governorate|Muhafazah,Province,
SYR.4_1,SYR,2927,As Suwayda',Djebel Druze|Jabal Druze|Jebel Druse|Jebel ed Druz|Al Sueida|Es Sueida|Es Suweida|Soueida|Suwaidaa,,Governorate|Muhafazah,Province,
SYR.5_1,SYR,2928,Damascus,,,Governorate|Muhafazah,Province,
SYR.6_1,SYR,2929,Dar`a,Dara'a|Dária|Dera`a|Derraa|Hauran,,Governorate|Muhafazah,Province,
SYR.7_1,SYR,2930,Dayr Az Zawr,Dair-Ezzor|Dayr az Zaur|Deir Al Zour|Deir ez Zor|Der Azzor|Dier Elzour,,Governorate|Muhafazah,Province,
SYR.8_1,SYR,2931,Hamah,Hama|Ḥamāh,,Governorate|Muhafazah,Province,
SYR.9_1,SYR,2932,Hims,Hims|Homs,,Governorate|Muhafazah,Province,
SYR.10_1,SYR,2933,Idlib,Adlib|Edleb|Idleb,,Governorate|Muhafazah,Province,
SYR.11_1,SYR,2934,Lattakia,Latakia|Al Ladhiqiyah|El Ladhiqiya|Lattakia|Lattakieh|Lattikia|Lattaquie,,Governorate|Muhafazah,Province,
SYR.12_1,SYR,2935,Quneitra,Al Qunatirah|Al Qunaytirah|Al Quneitera|El Quneitra|El Kenitra|Kunaitra|Kuneitra|Qunaytira,,Governorate|Muhafazah,Province,
SYR.13_1,SYR,2936,Rif Dimashq,Damas Campagne|Damascus Countryside|Damascus Rural,,Governorate|Muhafazah,Province,
SYR.14_1,SYR,2937,Tartus,Tartaus|Tartous,,Governorate|Muhafazah,Province,
TCA.1_1,TCA,2938,Grand Turk,,,District,District,
TCA.2_1,TCA,2939,Middle Caicos,,,District,District,
TCA.3_1,TCA,2940,North Caicos,,,District,District,
TCA.4_1,TCA,2941,Providenciales and West Caicos,,,District,District,
TCA.5_1,TCA,2942,Salt Cay,,,District,District,
TCA.6_1,TCA,2943,South Caicos and East Caicos,,,District,District,
TCD.1_1,TCD,2944,Barh el Ghazel,,,Région,Region,
TCD.2_1,TCD,2945,Batha,,,Région,Region,
TCD.3_1,TCD,2946,Borkou,Borkou,,Région,Region,
TCD.4_1,TCD,2947,Chari-Baguirmi,,,Région,Region,
TCD.5_1,TCD,2948,Ennedi Est,,,Région,Region,
TCD.6_1,TCD,2949,Ennedi Ouest,,,Région,Region,
TCD.7_1,TCD,2950,Guéra,Guera|Baguirmi,,Région,Region,
TCD.8_1,TCD,2951,Hadjer-Lamis,,,Région,Region,
TCD.9_1,TCD,2952,Kanem,,,Région,Region,
TCD.10_1,TCD,2953,Lac,,,Région,Region,
TCD.11_1,TCD,2954,Logone Occidental,Logone-Occidental,,Région,Region,
TCD.12_1,TCD,2955,Logone Oriental,Logone-Oriental,,Région,Region,
TCD.13_1,TCD,2956,Mandoul,,,Région,Region,
TCD.14_1,TCD,2957,Mayo-Kebbi Est,,,Région,Region,
TCD.15_1,TCD,2958,Mayo-Kebbi Ouest,,,Région,Region,
TCD.16_1,TCD,2959,Moyen-Chari,,,Région,Region,
TCD.17_1,TCD,2960,Ouaddaï,Ouaddai|Ouadaï,,Région,Region,
TCD.18_1,TCD,2961,Salamat,,,Région,Region,
TCD.19_1,TCD,2962,Sila,,,Région,Region,
TCD.20_1,TCD,2963,Tandjilé,Tandjile,,Région,Region,
TCD.21_1,TCD,2964,Tibesti,,,Région,Region,
TCD.22_1,TCD,2965,Ville de N'Djamena,N'Djamena,,Région,Region,
TCD.23_1,TCD,2966,Wadi Fira,Biltine,,Région,Region,
TGO.1_1,TGO,2967,Centre,"Région Centrale, Région du Centre",,Région,Region,
TGO.2_1,TGO,2968,Kara,Région de la Kara,,Région,Region,
TGO.3_1,TGO,2969,Maritime,Région Maritime,,Région,Region,
TGO.4_1,TGO,2970,Plateaux,Région des Plateaux,,Région,Region,
TGO.5_1,TGO,2971,Savanes,Région des Savanes,,Région,Region,
THA.1_1,THA,2972,Amnat Charoen,,จังหวัดอำนาจเจริญ,Changwat,Province,37
THA.2_1,THA,2973,Ang Thong,,จังหวัดอ่างทอง,Changwat,Province,15
THA.3_1,THA,2974,Bangkok Metropolis,Bangkok|Krung Thep|Krung Thep Maha Nakhon|Phra Nakhon-Thonburi,จังหวัดเชียงใหม่,Changwat,Province,10
THA.4_1,THA,2975,Bueng Kan,,บึงกาฬ,Changwat,Province,
THA.5_1,THA,2976,Buri Ram,Buri Rum,จังหวัดบุรีรัมย์,Changwat,Province,31
THA.6_1,THA,2977,Chachoengsao,Chaxerngsao|Pad Rew|Paed Riu|Petrieu|Shajeun Dhrao,จังหวัดฉะเชิงเทรา,Changwat,Province,24
THA.7_1,THA,2978,Chai Nat,Chainat,จังหวัดชัยนาท,Changwat,Province,18
THA.8_1,THA,2979,Chaiyaphum,,จังหวัดชัยนาท,Changwat,Province,36
THA.9_1,THA,2980,Chanthaburi,Chantaburi|Muang Chan,จันทบุรี,Changwat,Province,
THA.10_1,THA,2981,Chiang Mai,,จังหวัดเชียงใหม่,Changwat,Province,50
THA.11_1,THA,2982,Chiang Rai,,จังหวัดเชียงราย,Changwat,Province,57
THA.12_1,THA,2983,Chon Buri,,จังหวัดชลบุรี,Changwat,Province,20
THA.13_1,THA,2984,Chumphon,,จังหวัดชุมพร,Changwat,Province,86
THA.14_1,THA,2985,Kalasin,,จังหวัดกาฬสินธุ์,Changwat,Province,46
THA.15_1,THA,2986,Kamphaeng Phet,Gampheang Phet|Kambhengbhej,จังหวัดกำแพงเพชร,Changwat,Province,62
THA.16_1,THA,2987,Kanchanaburi,Kan Buri|Park Prag,อำเภอเมืองกาญจนบุรี,Changwat,Province,71
THA.17_1,THA,2988,Khon Kaen,,จังหวัดขอนแก่น,Changwat,Province,40
THA.18_1,THA,2989,Krabi,,จังหวัดกระบี่,Changwat,Province,81
THA.19_1,THA,2990,Lampang,,จังหวัดลำปาง,Changwat,Province,52
THA.20_1,THA,2991,Lamphun,Hariphunchai|Lampoon,จังหวัดลำพูน,Changwat,Province,51
THA.21_1,THA,2992,Loei,,จังหวัดเลย,Changwat,Province,42
THA.22_1,THA,2993,Lop Buri,,ลพบุรี,Changwat,Province,16
THA.23_1,THA,2994,Mae Hong Son,,จังหวัดแม่ฮ่องสอน,Changwat,Province,58
THA.24_1,THA,2995,Maha Sarakham,,จังหวัดมหาสารคาม,Changwat,Province,44
THA.25_1,THA,2996,Mukdahan,,จังหวัดมุกดาหาร,Changwat,Province,49
THA.26_1,THA,2997,Nakhon Nayok,Nakon Nayok,จังหวัดนครนายก,Changwat,Province,26
THA.27_1,THA,2998,Nakhon Pathom,,อำเภอเมืองนครปฐม,Changwat,Province,73
THA.28_1,THA,2999,Nakhon Phanom,,จังหวัดนครพนม,Changwat,Province,48
THA.29_1,THA,3000,Nakhon Ratchasima,Khorat|Nagara Rajasima|Nakaun Rachasima,จังหวัดนครราชสีมา,Changwat,Province,30
THA.30_1,THA,3001,Nakhon Sawan,,จังหวัดนครสวรรค์,Changwat,Province,60
THA.31_1,THA,3002,Nakhon Si Thammarat,Nakhon Thammarat|Nagara Sridharmaraj|Nakhon Sri Thammarat|Nakhornsrithamrat|Nakornsrithamaraj,จังหวัดนครศรีธรรมราช,Changwat,Province,80
THA.32_1,THA,3003,Nan,,จังหวัดน่าน,Changwat,Province,55
THA.33_1,THA,3004,Narathiwat,,จังหวัดนราธิวาส,Changwat,Province,96
THA.34_1,THA,3005,Nong Bua Lam Phu,Nong Bua Lamphu,จังหวัดหนองบัวลำภู,Changwat,Province,39
THA.35_1,THA,3006,Nong Khai,,จังหวัดหนองคาย,Changwat,Province,43
THA.36_1,THA,3007,Nonthaburi,,จังหวัดนนทบุรี,Changwat,Province,12
THA.37_1,THA,3008,Pathum Thani,,จังหวัดปทุมธานี,Changwat,Province,13
THA.38_1,THA,3009,Pattani,,จังหวัดปัตตานี,Changwat,Province,94
THA.39_1,THA,3010,Phangnga,,จังหวัดพังงา,Changwat,Province,82
THA.40_1,THA,3011,Phatthalung,,จังหวัดพัทลุง,Changwat,Province,93
THA.41_1,THA,3012,Phayao,,จังหวัดพะเยา,Changwat,Province,56
THA.42_1,THA,3013,Phetchabun,,อำเภอเมืองเพชรบูรณ์,Changwat,Province,67
THA.43_1,THA,3014,Phetchaburi,Phetcha Buri|Bejraburi|Petchburi|Phet Buri|Tetchburit,จังหวัดเพชรบุรี,Changwat,Province,76
THA.44_1,THA,3015,Phichit,,จังหวัดพิจิตร,Changwat,Province,66
THA.45_1,THA,3016,Phitsanulok,Bisnulok|Phisanulauk|Phitsnulok|Pitsanuloke,จังหวัดพิษณุโลก,Changwat,Province,65
THA.46_1,THA,3017,Phra Nakhon Si Ayutthaya,Phranakhon Si Ayutthaya|Ayudhya|Ayutthaya|Phranakhornsri-ayuthaya,จังหวัดพระนครศรีอยุธยา,Changwat,Province,14
THA.47_1,THA,3018,Phrae,,จังหวัดแพร่,Changwat,Province,54
THA.48_1,THA,3019,Phuket,,จังหวัดภูเก็ต,Changwat,Province,83
THA.49_1,THA,3020,Prachin Buri,,จังหวัดปราจีนบุรี,Changwat,Province,25
THA.50_1,THA,3021,Prachuap Khiri Khan,Korh Luxk|Prachuab Girikhand|Prachuapkirikhan|Prachut Khirikhan,จังหวัดประจวบคีรีขันธ์,Changwat,Province,77
THA.51_1,THA,3022,Ranong,,จังหวัดระนอง,Changwat,Province,85
THA.52_1,THA,3023,Ratchaburi,,จังหวัดราชบุรี,Changwat,Province,70
THA.53_1,THA,3024,Rayong,,จังหวัดระยอง,Changwat,Province,21
THA.54_1,THA,3025,Roi Et,,ร้อยเอ็ด,Changwat,Province,45
THA.55_1,THA,3026,Sa Kaeo,Srakaeo,จังหวัดสระแก้ว,Changwat,Province,27
THA.56_1,THA,3027,Sakon Nakhon,,จังหวัดสกลนคร,Changwat,Province,47
THA.57_1,THA,3028,Samut Prakan,Pak Nam|Samudh Prakarn|Samudraprakar|Samut Phrakhan,จังหวัดสมุทรปราการ,Changwat,Province,11
THA.58_1,THA,3029,Samut Sakhon,Krokkrak Maha Chai|Mahachai|Samudrasagara,จังหวัดสมุทรสาคร,Changwat,Province,74
THA.59_1,THA,3030,Samut Songkhram,Mae Klong|Samudrasonggram,จังหวัดสมุทรสงคราม,Changwat,Province,75
THA.60_1,THA,3031,Saraburi,Sara Buri,จังหวัดสระบุรี,Changwat,Province,19
THA.61_1,THA,3032,Satun,,จังหวัดสตูล,Changwat,Province,91
THA.62_1,THA,3033,Si Sa Ket,Sisaket|Khukhan|Khukhandh|Srisaket,จังหวัดศรีสะเกษ,Changwat,Province,33
THA.63_1,THA,3034,Sing Buri,,จังหวัดสิงห์บุรี,Changwat,Province,17
THA.64_1,THA,3035,Songkhla,,จังหวัดสงขลา,Changwat,Province,90
THA.65_1,THA,3036,Sukhothai,Sawankhalokt|Sukhotai|Sukothai|Svargalok,จังหวัดสุโขทัย,Changwat,Province,64
THA.66_1,THA,3037,Suphan Buri,,จังหวัดสุพรรณบุรี,Changwat,Province,72
THA.67_1,THA,3038,Surat Thani,,จังหวัดสุราษฎร์ธานี,Changwat,Province,84
THA.68_1,THA,3039,Surin,,จังหวัดสุรินทร์,Changwat,Province,32
THA.69_1,THA,3040,Tak,,จังหวัดตาก,Changwat,Province,63
THA.70_1,THA,3041,Trang,Tab Tiang,จังหวัดตรัง,Changwat,Province,92
THA.71_1,THA,3042,Trat,,จังหวัดตราด,Changwat,Province,23
THA.72_1,THA,3043,Ubon Ratchathani,,จังหวัดอุบลราชธานี,Changwat,Province,34
THA.73_1,THA,3044,Udon Thani,,จังหวัดอุดรธานี,Changwat,Province,41
THA.74_1,THA,3045,Uthai Thani,,จังหวัดอุทัยธานี,Changwat,Province,61
THA.75_1,THA,3046,Uttaradit,,จังหวัดอุตรดิตถ์,Changwat,Province,53
THA.76_1,THA,3047,Yala,,จังหวัดยะลา,Changwat,Province,95
THA.77_1,THA,3048,Yasothon,,จังหวัดยโสธร,Changwat,Province,35
TJK.1_1,TJK,3049,Dushanbe,,,Viloyat,Region,
TJK.2_1,TJK,3050,Gorno-Badakhshan,Badakhshoni Kuni|Autonomes Gebiet der Berg-Badachschanen|Gorno-Badahshanskaya avtonomnaya oblast'|Go,,Viloiati Mukhtori|Viloyati Avtonomii,Region,
TJK.3_1,TJK,3051,Khatlon,Hationskaya oblast'|Hatlonskaja oblast',,Viloyat,Region,
TJK.4_1,TJK,3052,Leninabad,Sogd|Hodžent|Khodzhent|Khujand|Leninabadskaya oblast'|Leninobod|Sogdiyskaya oblast'|Sogdskaja oblast,,Viloyat,Region,
TJK.5_1,TJK,3053,Tadzhikistan Territories,,,Viloyat,Region,
TKL.1_1,TKL,3054,Anafu,,,Atoll,Atoll,
TKL.2_1,TKL,3055,Fakaofo,,,Atoll,Atoll,
TKL.3_1,TKL,3056,Nukunonu,,,Atoll,Atoll,
TKM.1_1,TKM,3057,Ahal,Akhal|Ashkhabad|Ashkhabadskaya Oblast,,Welayat|Velayat,Province,
TKM.2_1,TKM,3058,Aşgabat,Ashgabat,,Ashkhabad,Independent City,
TKM.3_1,TKM,3059,Balkan,"Krasnovodsk, Krasnovodskaya Oblast",,Welayat|Velayat,Province,
TKM.4_1,TKM,3060,Chardzhou,Lebap|Chardzhouskaya Oblast,,Welayat|Velayat,Province,
TKM.5_1,TKM,3061,Mary,Maruy|Marysk|Maryyskaya Oblast,,Welayat|Velayat,Province,
TKM.6_1,TKM,3062,Tashauz,Dashoguz|Dashhowuz|Dashkhovuz|Tashauzskaya Oblast,,Welayat|Velayat,Province,
TLS.1_1,TLS,3063,Aileu,,,Distrito,District,
TLS.2_1,TLS,3064,Ainaro,,,Distrito,District,
TLS.3_1,TLS,3065,Ambeno,Oecussi,,Distrito,District,
TLS.4_1,TLS,3066,Baucau,,,Distrito,District,
TLS.5_1,TLS,3067,Bobonaro,,,Distrito,District,
TLS.6_1,TLS,3068,Covalima,Cova Lima,,Distrito,District,
TLS.7_1,TLS,3069,Dili,,,Distrito,District,
TLS.8_1,TLS,3070,Ermera,,,Distrito,District,
TLS.9_1,TLS,3071,Lautém,,,Distrito,District,
TLS.10_1,TLS,3072,Liquiçá,,,Distrito,District,
TLS.11_1,TLS,3073,Manatuto,,,Distrito,District,
TLS.12_1,TLS,3074,Manufahi,,,Distrito,District,
TLS.13_1,TLS,3075,Viqueque,,,Distrito,District,
TON.1_1,TON,3076,'Eua,,,Island Group,Island Group,
TON.2_1,TON,3077,Ha'apai,,,Island Group,Island Group,
TON.3_1,TON,3078,Niuas,,,Island Group,Island Group,
TON.4_1,TON,3079,Tongatapu,,,Island Group,Island Group,
TON.5_1,TON,3080,Vava'u,,,Island Group,Island Group,
TTO.1_1,TTO,3081,Arima,, ,Borough,Borough, 
TTO.2_1,TTO,3082,Chaguanas, , ,Borough,Borough, 
TTO.3_1,TTO,3083,Couva-Tabaquite-Talparo,Couva, ,Region,Region, 
TTO.4_1,TTO,3084,Diego Martin,Petit Valley, ,Region,Region, 
TTO.5_1,TTO,3085,Mayaro/Rio Claro,Mayaro|Rio Claro, ,Region,Region, 
TTO.6_1,TTO,3086,Penal-Debe,Penal, ,Region,Region, 
TTO.7_1,TTO,3087,Point Fortin, , ,Borough,Borough, 
TTO.8_1,TTO,3088,Port of Spain,Port-of-Spain, ,City,City, 
TTO.9_1,TTO,3089,Princes Town, , ,Region,Region, 
TTO.10_1,TTO,3090,San Fernando, , ,City,City, 
TTO.11_1,TTO,3091,San Juan-Laventille,Laventille, ,Region,Region, 
TTO.12_1,TTO,3092,Sangre Grande, , ,Region,Region, 
TTO.13_1,TTO,3093,Siparia, , ,Region,Region, 
TTO.14_1,TTO,3094,Tobago,Tabago, ,Region,Region, 
TTO.15_1,TTO,3095,Tunapuna/Piarco,Tunapuna, ,Region,Region, 
TUN.1_1,TUN,3096,Ariana,Al Aryiānah|L'Ariana|Tunis Ariana|Al Aryānah,,Wilayat,Governorate,
TUN.2_1,TUN,3097,Béja,Bājah|Béja,,Wilayat,Governorate,
TUN.3_1,TUN,3098,Ben Arous (Tunis Sud),Bin `Arūs|Ben Arous|Tunis Ben Arous,,Wilayat,Governorate,
TUN.4_1,TUN,3099,Bizerte,BanzartBanzart|Bensert|Binzart|Biserta|Bizerta,,Wilayat,Governorate,
TUN.5_1,TUN,3100,Gabès,Qābis|Gabās,,Wilayat,Governorate,
TUN.6_1,TUN,3101,Gafsa,Gafṣah|Qafṣah,,Wilayat,Governorate,
TUN.7_1,TUN,3102,Jendouba,Jendoûbah|Jenduba|Jondouba|Jundūbah|Souk-El-Arba|Dschunduba,,Wilayat,Governorate,
TUN.8_1,TUN,3103,Kairouan,Al Qayrawān|Al Qīrwān|Qairouân|Kairuã|Kairouwan,,Wilayat,Governorate,
TUN.9_1,TUN,3104,Kassérine,Al Qaṣrayn|Al Gaṣrīn|Al Qasrin|Kasserim|Al Qaṣrayn|Sbeitla,,Wilayat,Governorate,
TUN.10_1,TUN,3105,Kebili,Kebilli|Qbili|Qibilī,,Wilayat,Governorate,
TUN.11_1,TUN,3106,Le Kef,Al Kāf|El Kef|Kaf|Kef,,Wilayat,Governorate,
TUN.12_1,TUN,3107,Mahdia,Al Madīyah|Al Mahdiyya|Mahdiâh,,Wilayat,Governorate,
TUN.13_1,TUN,3108,Manubah,,,Wilayat,Governorate,
TUN.14_1,TUN,3109,Médenine,Madanīyīn|Madanīn|Medenin,,Wilayat,Governorate,
TUN.15_1,TUN,3110,Monastir,Al Munastīr,,Wilayat,Governorate,
TUN.16_1,TUN,3111,Nabeul,Cap Bon|Nabil|Nābol|Nābul,,Wilayat,Governorate,
TUN.17_1,TUN,3112,Sfax,Safāqis|Ṣafāqis|Ṣfāqis,,Wilayat,Governorate,
TUN.18_1,TUN,3113,Sidi Bou Zid,Sīdī Bū Zayd|Qamudah|Sidi Boû Sa`îd|Sidi Buzid|Sidi Bū Sa`īd|Sīdī Bū Zayd|Sidi Bu Said,,Wilayat,Governorate,
TUN.19_1,TUN,3114,Siliana,Siliānah|Silyānah,,Wilayat,Governorate,
TUN.20_1,TUN,3115,Sousse,Sousa|Sussa|Susse|Susa|Sūsah,,Wilayat,Governorate,
TUN.21_1,TUN,3116,Tataouine,Foum Tataouine|Tatahouine|Tatuine|Taţāwīn,,Wilayat,Governorate,
TUN.22_1,TUN,3117,Tozeur,Tawzar|Touzar|Tūzar,,Wilayat,Governorate,
TUN.23_1,TUN,3118,Tunis,Tounis|Tunis City|Tūnus|Túnez|Túnis|Tunisi|Tūnis,,Wilayat,Governorate,
TUN.24_1,TUN,3119,Zaghouan,Tunis South|Zachouan|Zaguan|Zaghwān|Saghuan,,Wilayat,Governorate,
TUR.1_1,TUR,3120,Adana,Seyhan,,Il,Province,
TUR.2_1,TUR,3121,Adiyaman,Adıyaman,,Il,Province,
TUR.3_1,TUR,3122,Afyon,Afyonkarahisar,,Il,Province,
TUR.4_1,TUR,3123,Agri,Ağri|Karaköse,,Il,Province,
TUR.5_1,TUR,3124,Aksaray,,,Il,Province,
TUR.6_1,TUR,3125,Amasya,,,Il,Province,
TUR.7_1,TUR,3126,Ankara,Ancara|Angora,,Il,Province,
