GID,iso3,ID,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1
AFG.1_1,AFG,1,Badakhshan,Badahšan,,Velayat,Province,
AFG.2_1,AFG,2,Badghis,Badghes|Badghisat|Badgis,,Velayat,Province,
AFG.3_1,AFG,3,Baghlan,Baglan|Bughlan,,Velayat,Province,
AFG.4_1,AFG,4,Balkh,Balh|Mazar-i-Sharif|Mazar,,Velayat,Province,
AFG.5_1,AFG,5,Bamyan,,,Velayat,Province,
AFG.6_1,AFG,6,Daykundi,,,Velayat,Province,
AFG.7_1,AFG,7,Farah,,,Velayat,Province,
AFG.8_1,AFG,8,Faryab,Fariab|Maimana|Meymaneh,,Velayat,Province,
AFG.9_1,AFG,9,Ghazni,Gazni,,Velayat,Province,
AFG.10_1,AFG,10,Ghor,Gawr|Ghore|Ghour|Ghur,,Velayat,Province,
AFG.11_1,AFG,11,Hilmand,Girishk|Hilmend,,Velayat,Province,
AFG.12_1,AFG,12,Hirat,,,Velayat,Province,
AFG.13_1,AFG,13,Jawzjan,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,,Velayat,Province,
AFG.14_1,AFG,14,Kabul,Cabul|Kabol|Kaboul,,Velayat,Province,
AFG.15_1,AFG,15,Kandahar,Qandahar,,Velayat,Province,
AFG.16_1,AFG,16,Kapisa,Kapesa,,Velayat,Province,
AFG.17_1,AFG,17,Khost,,,Velayat,Province,
AFG.18_1,AFG,18,Kunar,Konarha|Kunarha,,Velayat,Province,
AFG.19_1,AFG,19,Kunduz,Kondoz|Qonduz|Qunduz,,Velayat,Province,
AFG.20_1,AFG,20,Laghman,Lagman,,Velayat,Province,
AFG.21_1,AFG,21,Logar,Lawghar|Loghar,,Velayat,Province,
AFG.22_1,AFG,22,Nangarhar,Ningrahar|Eastern Province,,Velayat,Province,
AFG.23_1,AFG,23,Nimroz,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,,Velayat,Province,
AFG.24_1,AFG,24,Nuristan,Nooristan|Nuristão,,Velayat,Province,
AFG.25_1,AFG,25,Paktika,Paktiya|Paktya|Southern Province,,Velayat,Province,
AFG.26_1,AFG,26,Paktya,Paktiya|Southern Province,,Velayat,Province,
AFG.27_1,AFG,27,Panjshir,,,Velayat,Province,
AFG.28_1,AFG,28,Parwan,Charikar,,Velayat,Province,
AFG.29_1,AFG,29,Samangan,,,Velayat,Province,
AFG.30_1,AFG,30,Sari Pul,Sar-e Pul|Saripol,,Velayat,Province,
AFG.31_1,AFG,31,Takhar,Takar,,Velayat,Province,
AFG.32_1,AFG,32,Uruzgan,Urozgan,,Velayat,Province,
AFG.33_1,AFG,33,Wardak,Verdak|Wardag|Maiden,,Velayat,Province,
AFG.34_1,AFG,34,Zabul,Zubul|Zaboul,,Velayat,Province,
AGO.1_1,AGO,35,Bengo,,,Província,Province,1
AGO.2_1,AGO,36,Benguela,Benguella,,Província,Province,2
AGO.3_1,AGO,37,Bié,,,Província,Province,3
AGO.4_1,AGO,38,Cabinda,,,Província,Province,4
AGO.5_1,AGO,39,Cuando Cubango,,,Província,Province,5
AGO.6_1,AGO,40,Cuanza Norte,Cuanza-Nord|Kwanza Norte,,Província,Province,6
AGO.7_1,AGO,41,Cuanza Sul,Cuanza-Sud|Kwanza Sul,,Província,Province,7
AGO.8_1,AGO,42,Cunene,,,Província,Province,8
AGO.9_1,AGO,43,Huambo,,,Província,Province,9
AGO.10_1,AGO,44,Huíla,,,Província,Province,10
AGO.11_1,AGO,45,Luanda,Loanda,,Província,Province,11
AGO.12_1,AGO,46,Lunda Norte,,,Província,Province,12
AGO.13_1,AGO,47,Lunda Sul,,,Província,Province,13
AGO.14_1,AGO,48,Malanje,Malange,,Província,Province,14
AGO.15_1,AGO,49,Moxico,,,Província,Province,15
AGO.16_1,AGO,50,Namibe,Moçâmedes|Mossamedes,,Província,Province,16
AGO.17_1,AGO,51,Uíge,,,Província,Province,17
AGO.18_1,AGO,52,Zaire,,,Província,Province,18
ALA.1_1,ALA,53,Brändö,Braendoe,,Municipality,Municipality,
ALA.2_1,ALA,54,Eckerö,Eckeroe,,Municipality,Municipality,
ALA.3_1,ALA,55,Finström,Finstroem,,Municipality,Municipality,
ALA.4_1,ALA,56,Föglö,Foegloe,,Municipality,Municipality,
ALA.5_1,ALA,57,Geta,,,Municipality,Municipality,
ALA.6_1,ALA,58,Hammarland,,,Municipality,Municipality,
ALA.7_1,ALA,59,Jomala,,,Municipality,Municipality,
ALA.8_1,ALA,60,Kökar,Koekar,,Municipality,Municipality,
ALA.9_1,ALA,61,Kumlinge,,,Municipality,Municipality,
ALA.10_1,ALA,62,Lemland,,,Municipality,Municipality,
ALA.11_1,ALA,63,Lumparland,,,Municipality,Municipality,
ALA.12_1,ALA,64,Mariehamn,,,Municipality,Municipality,
ALA.13_1,ALA,65,Saltvik,,,Municipality,Municipality,
ALA.14_1,ALA,66,Sottunga,,,Municipality,Municipality,
ALA.15_1,ALA,67,Sund,,,Municipality,Municipality,
ALA.16_1,ALA,68,Vårdö,Vaardoe,,Municipality,Municipality,
ALB.1_1,ALB,69,Berat,,,Qark|Region,County,80001
ALB.2_1,ALB,70,Dibër,Dibra| Dibrë,,Qark|Region,County,80005
ALB.3_1,ALB,71,Durrës,Durresi|Durrsi|Durazzo,,Qark|Region,County,80009
ALB.4_1,ALB,72,Elbasan,,,Qark|Region,County,80012
ALB.5_1,ALB,73,Fier,,,Qark|Region,County,80017
ALB.6_1,ALB,74,Gjirokastër,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,,Qark|Region,County,80021
ALB.7_1,ALB,75,Korçë,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,,Qark|Region,County,80025
ALB.8_1,ALB,76,Kukës,Kosova|Kossovo,,Qark|Region,County,80030
ALB.9_1,ALB,77,Lezhë,Alessio|Lezha,,Qark|Region,County,80034
ALB.10_1,ALB,78,Shkodër,Escútari|Shkodra|Skodë|Scutari,,Qark|Region,County,80038
ALB.11_1,ALB,79,Tiranë,Tiran|Tirana,,Qark|Region,County,80042
ALB.12_1,ALB,80,Vlorë,Vlona|Vlora|Vlonë|Valona,,Qark|Region,County,80045
AND.1_1,AND,81,Andorra la Vella,,,Parròquia,Parish,
AND.2_1,AND,82,Canillo,,,Parròquia,Parish,
AND.3_1,AND,83,Encamp,,,Parròquia,Parish,
AND.4_1,AND,84,Escaldes-Engordany,,,Parròquia,Parish,
AND.5_1,AND,85,La Massana,,,Parròquia,Parish,
AND.6_1,AND,86,Ordino,,,Parròquia,Parish,
AND.7_1,AND,87,Sant Julià de Lòria,,,Parròquia,Parish,
ARE.1_1,ARE,88,Abu Dhabi,,إمارة أبوظبي,Emirate,Emirate,
ARE.2_1,ARE,89,Ajman,,عجمان,Emirate,Emirate,
ARE.3_1,ARE,90,Dubai,,دبي,Emirate,Emirate,
ARE.4_1,ARE,91,Fujairah,,الفجيرة,Emirate,Emirate,
ARE.5_1,ARE,92,Ras Al-Khaimah,,رأس الخيمة,Emirate,Emirate,
ARE.6_1,ARE,93,Sharjah,,الشارقة,Emirate,Emirate,
ARE.7_1,ARE,94,Umm al-Qaywayn,,أم القيوين,Emirate,Emirate,
ARG.1_1,ARG,95,Buenos Aires,Baires|Buenos Ayres,,Provincia,Province,
ARG.2_1,ARG,96,Catamarca,,,Provincia,Province,
ARG.3_1,ARG,97,Chaco,El Chaco|Presidente Juan Peron,,Provincia,Province,
ARG.4_1,ARG,98,Chubut,,,Provincia,Province,
ARG.5_1,ARG,99,Ciudad de Buenos Aires,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,,Distrito Federal,Federal District,
ARG.6_1,ARG,100,Córdoba,Cordova,,Provincia,Province,
ARG.7_1,ARG,101,Corrientes,,,Provincia,Province,
ARG.8_1,ARG,102,Entre Ríos,Entre-Rios,,Provincia,Province,
ARG.9_1,ARG,103,Formosa,,,Provincia,Province,
ARG.10_1,ARG,104,Jujuy,,,Provincia,Province,
ARG.11_1,ARG,105,La Pampa,El Pampa|Eva Perón,,Provincia,Province,
ARG.12_1,ARG,106,La Rioja,,,Provincia,Province,
ARG.13_1,ARG,107,Mendoza,,,Provincia,Province,
ARG.14_1,ARG,108,Misiones,Missões,,Provincia,Province,
ARG.15_1,ARG,109,Neuquén,Neuquén,,Provincia,Province,
ARG.16_1,ARG,110,Río Negro,,,Provincia,Province,
ARG.17_1,ARG,111,Salta,,,Provincia,Province,
ARG.18_1,ARG,112,San Juan,,,Provincia,Province,
ARG.19_1,ARG,113,San Luis,,,Provincia,Province,
ARG.20_1,ARG,114,Santa Cruz,,,Provincia,Province,
ARG.21_1,ARG,115,Santa Fe,Santa Fé,,Provincia,Province,
ARG.22_1,ARG,116,Santiago del Estero,,,Provincia,Province,
ARG.23_1,ARG,117,Tierra del Fuego,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,,Territorio Nacional|Provincia,National Territory,
ARG.24_1,ARG,118,Tucumán,Tucumão,,Provincia,Province,
ARM.1_1,ARM,119,Aragatsotn,Aragacot'n,Արագածոտն|Арагацотн,Marz,Province,
ARM.2_1,ARM,120,Ararat,,Արարատ|Арарат,Marz,Province,
ARM.3_1,ARM,121,Armavir,,Արմավիր|Армавир,Marz,Province,
ARM.4_1,ARM,122,Erevan,Yerevan,Երևան|Ереван,Kaghak,City,
ARM.5_1,ARM,123,Gegharkunik,Gelark'unik',Գեղարքունիք|Гегаркуник,Marz,Province,
ARM.6_1,ARM,124,Kotayk,Kotaik|Kotayk',Կոտայք|Котайк,Marz,Province,
ARM.7_1,ARM,125,Lori,Loṙi,Լոռի|Лори,Marz,Province,
ARM.8_1,ARM,126,Shirak,Širak,Շիրակ|Ширак,Marz,Province,
ARM.9_1,ARM,127,Syunik,Syunik',Սյունիք|Сюник,Marz,Province,
ARM.10_1,ARM,128,Tavush,Tavuš,Տավուշ|Тавуш,Marz,Province,
ARM.11_1,ARM,129,Vayots Dzor,Vayoc'Jor,Վայոց Ձոր|Вайоц Дзор,Marz,Province,
ASM.1_1,ASM,130,Eastern,,,District,District,
ASM.2_1,ASM,131,Manu'a,,,District,District,
ASM.3_1,ASM,132,Unorganized,,,District,District,
ASM.4_1,ASM,133,Western,,,District,District,
ATF.1_1,ATF,134,Îles Crozet,Crozet Islands,,District,District,
ATF.2_1,ATF,135,Îles Éparses,Glorioso Islands,,District,District,
ATF.3_1,ATF,136,Îles Saint Paul et Amsterdam,St. Paul and Amsterdam islands,,District,District,
ATF.4_1,ATF,137,Kerguelen,,,District,District,
ATG.1_1,ATG,138,Barbuda,Codrington,,Dependency,Dependency,
ATG.2_1,ATG,139,Redonda,,,Dependency,Dependency,
ATG.3_1,ATG,140,Saint George,Parham,,Parish,Parish,
ATG.4_1,ATG,141,Saint John,Saint John's,,Parish,Parish,
ATG.5_1,ATG,142,Saint Mary,Bolands,,Parish,Parish,
ATG.6_1,ATG,143,Saint Paul,Nelson's Dockyard,,Parish,Parish,
ATG.7_1,ATG,144,Saint Peter,Parham,,Parish,Parish,
ATG.8_1,ATG,145,Saint Philip,Carlisle,,Parish,Parish,
AUS.1_1,AUS,146,Ashmore and Cartier Islands,,,Territory,Territory,12
AUS.2_1,AUS,147,Australian Capital Territory,,,Territory,Territory,8
AUS.3_1,AUS,148,Coral Sea Islands Territory,,,Territory,Territory,11
AUS.4_1,AUS,149,Jervis Bay Territory,,,Territory,Territory,10
AUS.5_1,AUS,150,New South Wales,,,State,State,1
AUS.6_1,AUS,151,Northern Territory,,,Territory,Territory,7
AUS.7_1,AUS,152,Queensland,,,State,State,3
AUS.8_1,AUS,153,South Australia,,,State,State,4
AUS.9_1,AUS,154,Tasmania,,,State,State,6
AUS.10_1,AUS,155,Victoria,,,State,State,2
AUS.11_1,AUS,156,Western Australia,,,State,State,5
AUT.1_1,AUT,157,Burgenland,Burgenlândia, ,Bundesländ|Länd,State,
AUT.2_1,AUT,158,Kärnten,Carinthia|Caríntia|Carintia, ,Bundesländ|Länd,State,
AUT.3_1,AUT,159,Niederösterreich,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns, ,Bundesländ|Länd,State,
AUT.4_1,AUT,160,Oberösterreich,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich, ,Bundesländ|Länd,State,
AUT.5_1,AUT,161,Salzburg,Salzburgo, ,Bundesländ|Länd,State,
AUT.6_1,AUT,162,Steiermark,Styria|Est¡ria|Estiria, ,Bundesländ|Länd,State,
AUT.7_1,AUT,163,Tirol,Tyrol, ,Bundesländ|Länd,State,
AUT.8_1,AUT,164,Vorarlberg,, ,Bundesländ|Länd,State,
AUT.9_1,AUT,165,Wien,Vienna|Viena, ,Bundesländ|Länd,State,
AZE.1_1,AZE,166,Absheron,,,İqtisadi Rayonu,Region,
AZE.2_1,AZE,167,Aran,,,İqtisadi Rayonu,Region,
AZE.3_1,AZE,168,Daglig-Shirvan,,,İqtisadi Rayonu,Region,
AZE.4_1,AZE,169,Ganja-Qazakh,,,İqtisadi Rayonu,Region,
AZE.5_1,AZE,170,Kalbajar-Lachin,,,İqtisadi Rayonu,Region,
AZE.6_1,AZE,171,Lankaran,,,İqtisadi Rayonu,Region,
AZE.7_1,AZE,172,Nakhchivan,,,İqtisadi Rayonu,Region,
AZE.8_1,AZE,173,Quba-Khachmaz,,,İqtisadi Rayonu,Region,
AZE.9_1,AZE,174,Shaki-Zaqatala,,,İqtisadi Rayonu,Region,
AZE.10_1,AZE,175,Yukhari-Karabakh,,,İqtisadi Rayonu,Region,
BDI.1_1,BDI,176,Bubanza,,,Province,Province,003BDI001
BDI.2_1,BDI,177,Bujumbura Mairie,,,Province,Province,003BDI017
BDI.3_1,BDI,178,Bujumbura Rural,Usumbura,,Province,Province,003BDI002
BDI.4_1,BDI,179,Bururi,,,Province,Province,003BDI003
BDI.5_1,BDI,180,Cankuzo,,,Province,Province,003BDI004
BDI.6_1,BDI,181,Cibitoke,,,Province,Province,003BDI005
BDI.7_1,BDI,182,Gitega,Kitega,,Province,Province,003BDI006
BDI.8_1,BDI,183,Karuzi,Karusi,,Province,Province,003BDI007
BDI.9_1,BDI,184,Kayanza,,,Province,Province,003BDI008
BDI.10_1,BDI,185,Kirundo,,,Province,Province,003BDI009
BDI.11_1,BDI,186,Makamba,,,Province,Province,003BDI010
BDI.12_1,BDI,187,Muramvya,Muramviya,,Province,Province,003BDI011
BDI.13_1,BDI,188,Muyinga,Muhinga,,Province,Province,003BDI012
BDI.14_1,BDI,189,Mwaro,,,Province,Province,003BDI013
BDI.15_1,BDI,190,Ngozi,,,Province,Province,003BDI014
BDI.16_1,BDI,191,Rutana,,,Province,Province,003BDI015
BDI.17_1,BDI,192,Ruyigi,,,Province,Province,003BDI016
BEL.1_1,BEL,193,Bruxelles,Brussel,,Gewest,Region,
BEL.2_1,BEL,194,Vlaanderen,Flandres,,Gewest,Region,
BEL.3_1,BEL,195,Wallonie,,,Région,Region,
BEN.1_1,BEN,196,Alibori,,,Département,Department,
BEN.2_1,BEN,197,Atakora,,,Département,Department,
BEN.3_1,BEN,198,Atlantique,,,Département,Department,
BEN.4_1,BEN,199,Borgou,,,Département,Department,
BEN.5_1,BEN,200,Collines,,,Département,Department,
BEN.6_1,BEN,201,Donga,,,Département,Department,
BEN.7_1,BEN,202,Kouffo,Couffo,,Département,Department,
BEN.8_1,BEN,203,Littoral,,,Département,Department,
BEN.9_1,BEN,204,Mono,,,Département,Department,
BEN.10_1,BEN,205,Ouémé,,,Département,Department,
BEN.11_1,BEN,206,Plateau,,,Département,Department,
BEN.12_1,BEN,207,Zou,,,Département,Department,
BES.1_1,BES,208,Bonaire,,,Gemeente,Municipality,
BES.2_1,BES,209,Saba,,,Gemeente,Municipality,
BES.3_1,BES,210,Sint Eustatius,,,Gemeente,Municipality,
BFA.1_1,BFA,211,Boucle du Mouhoun,,,Région,Region,
BFA.2_1,BFA,212,Cascades,,,Région,Region,
BFA.7_1,BFA,213,Centre,,,Région,Region,
BFA.3_1,BFA,214,Centre-Est,,,Région,Region,
BFA.4_1,BFA,215,Centre-Nord,,,Région,Region,
BFA.5_1,BFA,216,Centre-Ouest,,,Région,Region,
BFA.6_1,BFA,217,Centre-Sud,,,Région,Region,
BFA.8_1,BFA,218,Est,,,Région,Region,
BFA.9_1,BFA,219,Haut-Bassins,,,Région,Region,
BFA.10_1,BFA,220,Nord,,,Région,Region,
BFA.11_1,BFA,221,Plateau-Central,,,Région,Region,
BFA.12_1,BFA,222,Sahel,,,Région,Region,
BFA.13_1,BFA,223,Sud-Ouest,,,Région,Region,
BGD.1_1,BGD,224,Barisal,Bakerganj, ,Bibhag,Division,10
BGD.2_1,BGD,225,Chittagong,Chattagram|Parbattya Chattagram|Rangamati, ,Bibhag,Division,20
BGD.3_1,BGD,226,Dhaka,Daca|Dacca, ,Bibhag,Division,30
BGD.4_1,BGD,227,Khulna, , ,Bibhag,Division,40
BGD.5_1,BGD,228,Rajshahi, , ,Bibhag,Division,50
BGD.6_1,BGD,229,Rangpur, , ,Bibhag,Division,55
BGD.7_1,BGD,230,Sylhet, , ,Bibhag,Division,60
BGR.1_1,BGR,231,Blagoevgrad,Gorna Cumaya|Cuma-i Bala|Gorna Djumaya|Gorna Dzhumaya,Благоевград,Oblast,Province,
BGR.2_1,BGR,232,Burgas,Bourgas,Бургас,Oblast,Province,
BGR.3_1,BGR,233,Dobrich,Tolbukhin,Добрич,Oblast,Province,
BGR.4_1,BGR,234,Gabrovo,,Габрово,Oblast,Province,
BGR.5_1,BGR,235,Grad Sofiya,,София-град,Oblast,Province,
BGR.6_1,BGR,236,Haskovo,Khaskovo,Хасково,Oblast,Province,
BGR.7_1,BGR,237,Kardzhali,Kurdjali|Kârdžali|Kirjali,Кърджалийска,Oblast,Province,
BGR.8_1,BGR,238,Kyustendil,Keustendil|Kjustendil,Кюстендил,Oblast,Province,
BGR.9_1,BGR,239,Lovech,Loveč,Ловеч,Oblast,Province,
BGR.10_1,BGR,240,Montana,Mikhaylovgrad|Mihailovgrad,Монтана,Oblast,Province,
BGR.11_1,BGR,241,Pazardzhik,Pazardjik|Tatar Pazardžik|Bazargic|Bazardzhik|Dobritch|Dobrici|Hagi Oglu,Пазарджик,Oblast,Province,
BGR.12_1,BGR,242,Pernik,,Перник,Oblast,Province,
BGR.13_1,BGR,243,Pleven,Plevila|Plevna|Plyeven,Плевенска,Oblast,Province,
BGR.14_1,BGR,244,Plovdiv,Philippopolis,Пловдив,Oblast,Province,
BGR.15_1,BGR,245,Razgrad,,Разград,Oblast,Province,
BGR.16_1,BGR,246,Ruse,Russe|Ruščuk|Rustchuk,Русенска,Oblast,Province,
BGR.17_1,BGR,247,Shumen,Kolarovgrad|Šumla|Šumen,Шумен,Oblast,Province,
BGR.18_1,BGR,248,Silistra,,Силистра,Oblast,Province,
BGR.19_1,BGR,249,Sliven,Slivno,Сливен,Oblast,Province,
BGR.20_1,BGR,250,Smolyan,Smoljan,Смолян,Oblast,Province,
BGR.21_1,BGR,251,Sofia,Sofiya|Sofija,Sofija,Oblast,Province,
BGR.22_1,BGR,252,Stara Zagora,,Стара Загора,Oblast,Province,
BGR.23_1,BGR,253,Targovishte,Torgovishte|Tâgovište,Търговищка,Oblast,Province,
BGR.24_1,BGR,254,Varna,Stalin,Варна,Oblast,Province,
BGR.25_1,BGR,255,Veliko Tarnovo,Veliko Turnovo|Gorna Oryahovitsa|Gorna Orjahovica|Turnovo|Tirnovo|Trnova,Велико Търново,Oblast,Province,
BGR.26_1,BGR,256,Vidin,,Видин,Oblast,Province,
BGR.27_1,BGR,257,Vratsa,Vraca,Враца,Oblast,Province,
BGR.28_1,BGR,258,Yambol,Jambol|Jamboli,Ямбол,Oblast,Province,
BHR.1_1,BHR,259,Capital,Muhafazat al-'Asimah,,Muhafazah,Governorate,
BHR.2_1,BHR,260,Central,al-Muhafazah al-Wustah,,Muhafazah,Governorate,
BHR.3_1,BHR,261,Muharraq,Muhafazat al-Muharaq,,Muhafazah,Governorate,
BHR.4_1,BHR,262,Northern,al-Muhafazah ash-Shamaliyah,,Muhafazah,Governorate,
BHR.5_1,BHR,263,Southern,al-Muhafazah al-Janobiyah,,Muhafazah,Governorate,
BHS.1_1,BHS,264,Acklins,,,District,District,
BHS.2_1,BHS,265,Berry Islands,,,District,District,
BHS.3_1,BHS,266,Biminis,Bimini,,District,District,
BHS.4_1,BHS,267,Black Point,,,District,District,
BHS.5_1,BHS,268,Cat Island,Ilha do Gato|Isla del Gato,,District,District,
BHS.6_1,BHS,269,Central Abaco,,,District,District,
BHS.7_1,BHS,270,Central Andros,,,District,District,
BHS.8_1,BHS,271,Central Eleuthera,,,District,District,
BHS.9_1,BHS,272,City of Freeport,,,District,District,
BHS.10_1,BHS,273,Crooked Island,,,District,District,
BHS.11_1,BHS,274,East Grand Bahama,,,District,District,
BHS.12_1,BHS,275,Exuma,,,District,District,
BHS.13_1,BHS,276,Grand Cay,,,District,District,
BHS.14_1,BHS,277,Harbour Island,,,District,District,
BHS.15_1,BHS,278,Hope Town,,,District,District,
BHS.16_1,BHS,279,Inagua,Inague,,District,District,
BHS.17_1,BHS,280,Long Island,Ilha Longa|Isla Larga,,District,District,
BHS.18_1,BHS,281,Mangrove Cay,,,District,District,
BHS.19_1,BHS,282,Mayaguana,,,District,District,
BHS.20_1,BHS,283,Moore's Island,,,District,District,
BHS.21_1,BHS,284,New Providence,Nova Providência|Nueva Providencia,,District,District,
BHS.22_1,BHS,285,North Abaco,,,District,District,
BHS.23_1,BHS,286,North Andros,,,District,District,
BHS.24_1,BHS,287,North Eleuthera,,,District,District,
BHS.25_1,BHS,288,Ragged Island,,,District,District,
BHS.26_1,BHS,289,Rum Cay,,,District,District,
BHS.27_1,BHS,290,San Salvador,São Salvador|Watling Island,,District,District,
BHS.28_1,BHS,291,South Abaco,,,District,District,
BHS.29_1,BHS,292,South Andros,,,District,District,
BHS.30_1,BHS,293,South Eleuthera,,,District,District,
BHS.31_1,BHS,294,Spanish Wells,,,District,District,
BHS.32_1,BHS,295,West Grand Bahama,,,District,District,
BIH.1_1,BIH,296,Brčko,,,Distrikt,District,
BIH.2_1,BIH,297,Federacija Bosna i Hercegovina,Federation of Bosnia and Herzegovina,,Entity,Entity,
BIH.3_1,BIH,298,Repuplika Srpska,Serbian Republic,,Entity,Entity,
BLR.1_1,BLR,299,Brest,Брест|Brestskaya Voblasts'|Brèst,,Voblasts',Region,
BLR.2_1,BLR,300,Homyel',Гомель|Gomel|Gomel'|Homyel'skaya Voblasts'|Homje,,Voblasts',Region,
BLR.3_1,BLR,301,Hrodna,Гродно|Grodno|Hrodzenskaya Voblasts',,Voblasts',Region,
BLR.4_1,BLR,302,Mahilyow,Могилёв|Mahiljow|Mogilev|Mahilyowskaya Voblasts',,Voblasts',Region,
BLR.5_1,BLR,303,Minsk,Минск|Минская Область|Minsk Oblast|Minskaya Voblasts',,Voblasts',Region,
BLR.6_1,BLR,304,Vitsyebsk,Витебск|Vicebsk|Vitebsk|Vitsyebskaya Voblasts'|Witebsk,,Voblasts',Region,
BLZ.1_1,BLZ,305,Belize,,,District,District,
BLZ.2_1,BLZ,306,Cayo,,,District,District,
BLZ.3_1,BLZ,307,Corozal,,,District,District,
BLZ.4_1,BLZ,308,Orange Walk,,,District,District,
BLZ.5_1,BLZ,309,Stann Creek,,,District,District,
BLZ.6_1,BLZ,310,Toledo,,,District,District,
BMU.1_1,BMU,311,Devonshire,,,Parish,Parish,
BMU.2_1,BMU,312,Hamilton,,,Parish,Parish,
BMU.3_1,BMU,313,Hamilton Municipality,,,Municipality,Municipality,
BMU.4_1,BMU,314,Paget,,,Parish,Parish,
BMU.5_1,BMU,315,Pembroke,,,Parish,Parish,
BMU.6_1,BMU,316,Saint George's,Saint Georges,,Parish,Parish,
BMU.7_1,BMU,317,Saint George municipality,Saint Georges|Saint George's,,Municipality,Municipality,
BMU.8_1,BMU,318,Sandys,Sandy's,,Parish,Parish,
BMU.9_1,BMU,319,Smiths,Smith's,,Parish,Parish,
BMU.10_1,BMU,320,Southampton,,,Parish,Parish,
BMU.11_1,BMU,321,Warwick,,,Parish,Parish,
BOL.1_1,BOL,322,Chuquisaca,,,Departamento,Department,
BOL.2_1,BOL,323,Cochabamba,,,Departamento,Department,
BOL.3_1,BOL,324,El Beni,,,Departamento,Department,
BOL.4_1,BOL,325,La Paz,,,Departamento,Department,
BOL.5_1,BOL,326,Oruro,,,Departamento,Department,
BOL.6_1,BOL,327,Pando,colonial territories|madre de dios|territorio nacional de colonias,,Departamento,Department,
BOL.7_1,BOL,328,Potosí,,,Departamento,Department,
BOL.8_1,BOL,329,Santa Cruz,,,Departamento,Department,
BOL.9_1,BOL,330,Tarija,,,Departamento,Department,
BRA.1_1,BRA,331,Acre,,,Estado,State,
BRA.2_1,BRA,332,Alagoas,,,Estado,State,
BRA.3_1,BRA,333,Amapá,,,Estado,State,
BRA.4_1,BRA,334,Amazonas,Amazone,,Estado,State,
BRA.5_1,BRA,335,Bahia,Ba¡a,,Estado,State,
BRA.6_1,BRA,336,Ceará,,,Estado,State,
BRA.7_1,BRA,337,Distrito Federal,,,Distrito Federal,Federal District,
BRA.8_1,BRA,338,Espírito Santo,Espiritu Santo,,Estado,State,
BRA.9_1,BRA,339,Goiás,Goiáz|Goyáz,,Estado,State,
BRA.10_1,BRA,340,Maranhão,São Luíz de Maranhão,,Estado,State,
BRA.12_1,BRA,341,Mato Grosso,Matto Grosso,,Estado,State,
BRA.11_1,BRA,342,Mato Grosso do Sul,,,Estado,State,
BRA.13_1,BRA,343,Minas Gerais,Minas|Minas Geraes,,Estado,State,
BRA.14_1,BRA,344,Pará,,,Estado,State,
BRA.15_1,BRA,345,Paraíba,Parahyba,,Estado,State,
BRA.16_1,BRA,346,Paraná,,,Estado,State,
BRA.17_1,BRA,347,Pernambuco,Pernambouc,,Estado,State,
BRA.18_1,BRA,348,Piauí,Piauhy,,Estado,State,
BRA.19_1,BRA,349,Rio de Janeiro,,,Estado,State,
BRA.20_1,BRA,350,Rio Grande do Norte,,,Estado,State,
BRA.21_1,BRA,351,Rio Grande do Sul,,,Estado,State,
BRA.22_1,BRA,352,Rondônia,Guaporé,,Estado,State,
BRA.23_1,BRA,353,Roraima,Rio Branco,,Estado,State,
BRA.24_1,BRA,354,Santa Catarina,Santa Catharina,,Estado,State,
BRA.25_1,BRA,355,São Paulo,,,Estado,State,
BRA.26_1,BRA,356,Sergipe,,,Estado,State,
BRA.27_1,BRA,357,Tocantins,,,Estado,State,
BRB.1_1,BRB,358,Christ Church,,,Parish,Parish,
BRB.2_1,BRB,359,Saint Andrew,,,Parish,Parish,
BRB.3_1,BRB,360,Saint George,,,Parish,Parish,
BRB.4_1,BRB,361,Saint James,,,Parish,Parish,
BRB.5_1,BRB,362,Saint John,,,Parish,Parish,
BRB.6_1,BRB,363,Saint Joseph,,,Parish,Parish,
BRB.7_1,BRB,364,Saint Lucy,,,Parish,Parish,
BRB.8_1,BRB,365,Saint Michael,,,Parish,Parish,
BRB.9_1,BRB,366,Saint Peter,,,Parish,Parish,
BRB.10_1,BRB,367,Saint Philip,,,Parish,Parish,
BRB.11_1,BRB,368,Saint Thomas,,,Parish,Parish,
BRN.1_1,BRN,369,Belait,,,Daerah-Daerah,District,
BRN.2_1,BRN,370,Brunei and Muara,,,Daerah-Daerah,District,
BRN.3_1,BRN,371,Temburong,,,Daerah-Daerah,District,
BRN.4_1,BRN,372,Tutong,,,Daerah-Daerah,District,
BTN.1_1,BTN,373,Bumthang, ,བུམ་ཐང་རྫོང་ཁག,Dzongkhag,District,
