"","iso","iso3","subarea","hdi","population","fraction_urban_pop","fraction_pop_under5","sheddingRate_rota","shedding_duration_rota","sheddingRate_crypto","shedding_duration_crypto","incidence_urban_under5_rota","incidence_urban_5plus_rota","incidence_rural_under5_rota","incidence_rural_5plus_rota","incidence_urban_under5_crypto","incidence_urban_5plus_crypto","incidence_rural_under5_crypto","incidence_rural_5plus_crypto","flushSewer_urb","flushSeptic_urb","flushPit_urb","flushOpen_urb","flushUnknown_urb","pitSlab_urb","pitNoSlab_urb","compostingTwinSlab_urb","compostingTwinNoSlab_urb","compostingToilet_urb","bucketLatrine_urb","containerBased_urb","hangingToilet_urb","openDefecation_urb","other_urb","coverBury_urb","sewageTreated_urb","fecalSludgeTreated_urb","isWatertight_urb","hasLeach_urb","onsiteDumpedland_urb","emptyFrequency_urb","pitAdditive_urb","urine_urb","flushSewer_rur","flushSeptic_rur","flushPit_rur","flushOpen_rur","flushUnknown_rur","pitSlab_rur","pitNoSlab_rur","compostingTwinSlab_rur","compostingTwinNoSlab_rur","compostingToilet_rur","bucketLatrine_rur","containerBased_rur","hangingToilet_rur","openDefecation_rur","other_rur","coverBury_rur","sewageTreated_rur","fecalSludgeTreated_rur","isWatertight_rur","hasLeach_rur","onsiteDumpedland_rur","emptyFrequency_rur","pitAdditive_rur","urine_rur","FractionPrimarytreatment","FractionSecondarytreatment","FractionTertiarytreatment","FractionQuaternarytreatment","FractionPonds","fEmitted_inEffluent_after_treatment_viruses","fEmitted_inEffluent_after_treatment_protozoa"
"115",5115,"JOR","Jordan",0.723,9903802,0.909789291,0.103705525945934,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.708,0.29,0,0,0,0,0,NA,NA,0,0,NA,0,0.002,0,0.0715118,0.6889953,0.0715118,0.0715118,0.0715118,0.1,3,"None","Fresh Urine",0.227,0.751,0,0,0,0,0,NA,NA,0,0,NA,0,0.019,0.002,NA,0.1250572,NA,NA,NA,0.1,3,"None","Fresh Urine",0.482142857142857,0.464285714285714,0.0535714285714286,NA,NA,0.128741071428571,0.215267857142857
"116",5116,"JPN","Japan",0.915,127185332,0.916155371,0.0377815846171151,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0,0.743243243243243,0.256756756756757,NA,NA,0.0196081081081081,0.02
"117",5117,"KAZ","Kazakhstan",0.817,18403860,0.574280613,0.102264151003688,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,0.682,0.091,0.003,0,0,0.222,0,NA,NA,0,0,NA,0,0,0.001,0.1546609,0.5997312,0.150895,0.150895,0.150895,0.1,3,"None","Fresh Urine",0.043,0.091,0.01,0,0,0.855,0,NA,NA,0,0,NA,0,0,0,NA,0.0201686,NA,NA,NA,0.1,3,"None","Fresh Urine",0.815789473684211,0.184210526315789,0,NA,NA,0.202434210526316,0.350394736842105
"118",5118,"KEN","Kenya",0.579,50950879,0.270295729,0.131006019940005,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.21,0.143,0.02,0.029,0.038,0.374,0.176,NA,NA,0,0,NA,0,0.01,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.006,0.009,0.013,0.004,0.001,0.357,0.474,NA,NA,0.011,0,NA,0.005,0.118,0.004,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.6,0.4,0,NA,NA,0.1555,0.263
"119",5119,"KGZ","Kyrgyzstan",0.674,6132932,0.363507862,0.116528624008709,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.434,0.022,0.016,0,0,0.525,0,NA,NA,0,0,NA,0,0,0.002,NA,0.3321959,NA,NA,NA,0.1,3,"None","Fresh Urine",0.013,0.003,0.011,0,0,0.971,0,NA,NA,0,0,NA,0,0,0.001,NA,0.0019178,NA,NA,NA,0.1,3,"None","Fresh Urine",0.9,0.1,0,NA,NA,0.22075,0.3845
"120",5120,"KHM","Cambodia",0.581,16245729,0.233878147,0.106404694403741,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.515,0.421,0,0,0,0.01,0,NA,NA,0,0,NA,0.004,0.051,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.034,0.635,0,0,0,0.036,0.001,NA,NA,0,0,NA,0.006,0.286,0.001,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"121",5121,"KIR","Kiribati",0.623,118414,0.540569527,0.126919277330342,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"122",5122,"KNA","Saint Kitts and Nevis",0.777,55850,0.30775291,NA,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"123",5123,"KOR","South Korea",0.906,51164435,0.814593692,0.0370009992162348,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0,0.415730337078652,0.584269662921348,NA,NA,0.0127303370786517,0.02
"124",5124,"KWT","Kuwait",0.808,4197128,1,0.0678339132334542,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.46,0.46,0.08,NA,NA,0.12337,0.2063
"125",5125,"LAO","Laos",0.604,6961210,0.3500413,0.109529361055018,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.013,0.223,0.698,0.013,0.005,0.002,0,NA,NA,0,0,NA,0,0.042,0.003,0.6144936,0.0094397,0,0,0,0.1,3,"None","Fresh Urine",0.009,0.055,0.571,0.015,0.009,0.005,0.004,NA,NA,0.001,0,NA,0,0.326,0.006,0.5545542,0.0032568,0,0,0,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"126",5126,"LBN","Lebanon",0.73,6093509,0.885928125,0.0829436394009355,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.444444444444444,0.472222222222222,0.0833333333333333,NA,NA,0.119916666666667,0.2
"127",5127,"LBR","Liberia",0.465,4853516,0.511514127,0.146409705483367,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.02,0.444,0.09,0.001,0.002,0.119,0.089,NA,NA,0.002,0.006,NA,0.046,0.179,0.003,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0,0.029,0.046,0.001,0,0.122,0.137,NA,NA,0.004,0,NA,0.061,0.598,0.001,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"128",5128,"LBY","Libya",0.708,6470956,0.801019664,0.090812390750088,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.829268292682927,0.170731707317073,0,NA,NA,0.205365853658537,0.355853658536585
"129",5129,"LCA","Saint Lucia",0.745,179667,0.186773308,0.0589558294169222,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.11,0.738,0,0,0.002,0.084,0,NA,NA,0,0.011,NA,0,0.052,0.003,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.038,0.71,0.004,0,0.002,0.235,0.001,NA,NA,0,0.001,NA,0,0.009,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"130",5130,"LIE","Liechtenstein",0.917,38155,0.1433626,NA,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0,0.185567010309278,0.814432989690722,NA,NA,0.00789690721649485,0.02
"131",5131,"LKA","Sri Lanka",0.78,20950041,0.18475582,0.0775412419880214,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.123,0.051,0.769,0.012,0,0.068,0.001,NA,NA,0,0.001,NA,0,0.004,0.005,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.021,0.017,0.918,0.002,0,0.05,0.002,NA,NA,0,0,NA,0,0.012,0.002,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"132",5132,"LSO","Lesotho",0.518,2263010,0.281528142,0.118339485737439,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.019,0.039,0.009,0.001,0.001,0.647,0.192,NA,NA,0,0,NA,0,0.093,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.004,0.003,0.005,0,0.002,0.416,0.226,NA,NA,0,0,NA,0,0.344,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"133",5133,"LTU","Lithuania",0.869,2876475,0.676787387,0.0533073062358139,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.9515712,0,0,0,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335151,0.7668689,0.0327729,0.0327729,0.0327729,0.1,3,"None","Fresh Urine",0.0540540540540541,0.202702702702703,0.743243243243243,NA,NA,0.0211486486486487,0.0418918918918919
"134",5134,"LUX","Luxembourg",0.909,590321,0.909813474,0.0531154549056194,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87e-05,0.9738622,1.87e-05,1.87e-05,1.87e-05,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470271,0.7986541,0.046984,0.046984,0.046984,0.1,3,"None","Fresh Urine",0.0412371134020619,0.515463917525773,0.443298969072165,NA,NA,0.024659793814433,0.036701030927835
"135",5135,"LVA","Latvia",0.854,1929938,0.681418263,0.0604495170718725,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0020314,0.8979612,0.0019118,0.0019118,0.0019118,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0220274,0.7223682,0.0207295,0.0207295,0.0207295,0.1,3,"None","Fresh Urine",0.0307692307692308,0.384615384615385,0.584615384615385,NA,NA,0.0194153846153846,0.0324615384615385
"136",5136,"MAC","Macao",NA,632418,1,0.0553375570962605,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"137",5137,"MAF","Saint-Martin",NA,NA,NA,NA,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",5138,"MAR","Morocco",0.676,36191805,0.624526547,0.0900836557388268,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.861,0.057,0.062,0,0,0.011,0,NA,NA,0,0,NA,0,0.007,0,0.0334944,0.3545457,0.014264,0.014264,0.014264,0.1,3,"None","Fresh Urine",0.028,0.396,0.291,0,0,0.003,0,NA,NA,0,0,NA,0,0.277,0.003,NA,0.000536,NA,NA,NA,0.1,3,"None","Fresh Urine",0.8,0.2,0,NA,NA,0.199,0.344
"139",5139,"MCO","Monaco",NA,38897,1,NA,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"140",5140,"MDA","Moldova",0.711,4041065,0.42628515,0.0502037326569431,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0938858,0.5976136,0.0874781,0.0874781,0.0874781,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0284204,NA,NA,NA,0.1,3,"None","Fresh Urine",0.5,0.5,0,NA,NA,0.13375,0.2225
"141",5141,"MDG","Madagascar",0.521,26262810,0.371905558,0.148402881092964,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.008,0.142,0.005,0.001,0.001,0.148,0.466,NA,NA,0.018,0.006,NA,0.01,0.197,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.005,0.011,0.008,0.001,0.001,0.091,0.437,NA,NA,0.01,0.001,NA,0.019,0.416,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"142",5142,"MDV","Maldives",0.719,444259,0.398080849,0.0658209722833748,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"143",5143,"MEX","Mexico",0.767,130759074,0.801561947,0.0849957962194447,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.882,0.0895,0,0.005,0,0.011,0,NA,NA,0,0,NA,0,0.01,0.002,0.0212288,0.4892336,0.0121616,0.0121616,0.0121616,0.1,3,"None","Fresh Urine",0.3055,0.439,0,0.0185,0,0.147,0,NA,NA,0,0,NA,0,0.0765,0.014,NA,0.1811237,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"144",5144,"MHL","Marshall Islands",0.698,53167,0.77030865,NA,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.5,0.453,0.001,0.004,0,0.007,0,NA,NA,0,0,NA,0,0.035,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.03,0.567,0.029,0.007,0,0.02,0,NA,NA,0,0,NA,0,0.347,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"145",5145,"MKD","Macedonia",0.759,2085051,0.579632345,0.0537026370609298,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.981,0.011,0,0,0,0.006,0.001,NA,NA,0,0,NA,0,0,0.001,0,0.082,0,0,0,0.1,3,"None","Fresh Urine",0.358,0.357,0.016,0.072,0.011,0.124,0.035,NA,NA,0.01,0,NA,0.001,0.013,0.003,NA,0.0309013,NA,NA,NA,0.1,3,"None","Fresh Urine",0.6,0.3,0.1,NA,NA,0.1534,0.263
"146",5146,"MLI","Mali",0.427,19107706,0.423563143,0.178042741350801,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.029,0.037,0.0115,0,5e-04,0.7005,0.1385,NA,NA,0.0025,0,NA,5e-04,0.004,0,0.081946,0.0091684,0,0,0,0.1,3,"None","Fresh Urine",0.0035,0.001,0.0015,0,0,0.3155,0.538,NA,NA,0.0055,0,NA,0.004,0.1145,0.0015,0.2553843,0,0,0,0,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"147",5147,"MLT","Malta",0.885,432089,0.946122211,0.0490873965833143,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.929817,0,0,0,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.93025,0,0,0,0.1,3,"None","Fresh Urine",0,1,0,NA,NA,0.025,0.02
"148",5148,"MMR","Myanmar",0.584,53855735,0.30578658,0.0828629492697583,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.008,0.179,0.439,0.021,0,0.284,0.191,NA,NA,0.001,0,NA,0.005,0.011,0.003,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.001,0.025,0.299,0.013,0,0.33,0.313,NA,NA,0.021,0.001,NA,0.017,0.142,0.003,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"149",5149,"MNE","Montenegro",0.816,629219,0.668134624,0.0587617146077935,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,0.634,0.343,0.001,0.002,0,0.005,0.001,NA,NA,0,0,NA,0,0.001,0.014,0.0962349,0.1744408,0.0274109,0.0274109,0.0274109,0.1,3,"None","Fresh Urine",0.177,0.702,0.002,0.039,0,0.052,0.003,NA,NA,0,0,NA,0,0.001,0.024,NA,0.0426459,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"150",5150,"MNG","Mongolia",0.735,3121772,0.684454214,0.114529151155541,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.341,0.003,0.001,0,0,0.636,0.011,NA,NA,0.001,0,NA,0,0.005,0.001,NA,0.0890717,NA,NA,NA,0.1,3,"None","Fresh Urine",0.032,0.001,0.001,0,0,0.574,0.138,NA,NA,0,0,NA,0,0.252,0.002,NA,0.0087356,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"151",5151,"MNP","Northern Mariana Islands",NA,55194,0.916186542,NA,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"152",5152,"MOZ","Mozambique",0.446,30528673,0.359878728,0.164983402086709,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0,0.188,0,0,0,0.39,0.295,NA,NA,0,0,NA,0,0.127,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0,0.007,0,0,0,0.125,0.382,NA,NA,0,0,NA,0,0.485,0,0.1627129,0,0,0,0,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"153",5153,"MRT","Mauritania",0.527,4540068,0.536719714,0.14837084862119,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"154",5154,"MSR","Montserrat",NA,5203,0.090716894,NA,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"155",5155,"MTQ","Martinique",NA,385065,0.890493813,0.0489067725473998,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"156",5156,"MUS","Mauritius",0.796,1268315,0.407932572,0.0503614262675474,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.479,0.04,0.476,0,0,0.006,0,NA,NA,0,0,NA,0,0,0,NA,0.3485226,NA,NA,NA,0.1,3,"None","Fresh Urine",0.049,0.085,0.827,0,0,0.073,0,NA,NA,0,0,NA,0,0.002,0,NA,0.0384499,NA,NA,NA,0.1,3,"None","Fresh Urine",0.9,0.1,0,NA,NA,0.22075,0.3845
"157",5157,"MWI","Malawi",0.485,19164728,0.169370158,0.152846308315937,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.028,0.114,0.014,0,0,1.608,0.035,NA,NA,0.001,0,NA,0,0.005,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.001,0.004,0.003,0,0,1.608,0.121,NA,NA,0,0.001,NA,0,0.062,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"158",5158,"MYS","Malaysia",0.804,32042458,0.76035771,0.0814160280180454,1e+10,7,1e+09,7,0.08,0.01,0.08,0.01,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"159",5159,"MYT","Mayotte",NA,259682,0.461475959,0.132244431167136,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"160",5160,"NAM","Namibia",0.645,2587801,0.500324793,0.13226647398025,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.638,0.018,0.037,0.005,0.002,0.045,0.023,NA,NA,0,0.003,NA,0,0.222,0.008,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.068,0.012,0.014,0.008,0.001,0.113,0.046,NA,NA,0,0.003,NA,0,0.735,0,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",0.740740740740741,0.259259259259259,0,NA,NA,0.186111111111111,0.32
"161",5161,"NCL","New Caledonia",NA,279821,0.706834012,0.0693471948327618,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,"None","Fresh Urine",1,0,0,NA,NA,0.2425,0.425
"162",5162,"NER","Niger",0.377,22311375,0.164252181,0.197775271210754,1e+10,7,1e+09,7,0.24,0.01,0.24,0.01,0.1,0.1,0.1,0.1,0.032,0.106,0.095,0.029,0.001,0.541,0.083,NA,NA,0,0.001,NA,0.001,0.108,0.005,0.2256812,0.0086009,0,0,0,0.1,3,"None","Fresh Urine",0,0.002,0.024,0.022,0.001,0.12,0.09,NA,NA,0,0,NA,0.001,0.734,0.007,0.0683896,0.0006398,0,0,0,0.1,3,"None","Fresh Urine",NA,NA,NA,NA,NA,NA,NA
"163",5163,"NFK","Norfolk Island",NA,NA,NA,NA,1e+10,7,1e+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
